Data.Precipitation,Date,Station.City,State,Temperature,Wind Speed
0.09,6/26/2016,Portland,Maine,65,5.17
1.44,6/26/2016,Baltimore,Maryland,75,5.24
1.95,6/26/2016,Salisbury,Maryland,73,5.02
0.02,6/26/2016,Boston,Massachusetts,70,7.54
0,6/26/2016,Milton,Massachusetts,60,7.58
0.25,6/26/2016,Worcester,Massachusetts,68,7.04
0.08,6/26/2016,Alpena,Michigan,67,4.34
0,6/26/2016,Detroit,Michigan,74,5.51
0.01,6/26/2016,Flint,Michigan,73,5.87
0.3,6/26/2016,Grand Rapids,Michigan,74,7.2
0.37,6/26/2016,Houghton Lake,Michigan,66,4.88
0.01,6/26/2016,Lansing,Michigan,72,6.45
1.14,6/26/2016,Marquette,Michigan,64,0
0.55,6/26/2016,Muskegon,Michigan,70,6.58
0.19,6/26/2016,Sault Ste Marie,Michigan,64,5.62
0.67,6/26/2016,Duluth,Minnesota,66,9.75
2.97,6/26/2016,International Falls,Minnesota,62,6.1
0.47,6/26/2016,Minneapolis,Minnesota,74,8.61
1.53,6/26/2016,Rochester,Minnesota,69,9.92
0.36,6/26/2016,St Cloud,Minnesota,69,8.01
0,6/26/2016,Greenville,Mississippi,84,4.85
0,6/26/2016,Greenwood,Mississippi,83,2.77
0,6/26/2016,Gulfport,Mississippi,82,2.72
0,6/26/2016,Hattiesburg,Mississippi,83,1.87
0.02,6/26/2016,Jackson,Mississippi,84,2.14
0,6/26/2016,Meridian,Mississippi,84,2.57
0,6/26/2016,Tupelo,Mississippi,84,2.94
0.11,6/26/2016,Cape Girardeau,Missouri,84,6.25
1.05,6/26/2016,Columbia,Missouri,82,6.25
0.32,6/26/2016,Kansas City,Missouri,83,8.67
0.48,6/26/2016,Rolla/Vichy,Missouri,81,6.18
2.04,6/26/2016,Springfield,Missouri,82,7.44
0.35,6/26/2016,St Joseph,Missouri,83,6.72
0.45,6/26/2016,St Louis,Missouri,85,6.45
0,6/26/2016,Billings,Montana,73,6.65
0.01,6/26/2016,Butte,Montana,58,4.32
0.26,6/26/2016,Cut Bank,Montana,59,11.22
0,6/26/2016,Dillon,Montana,62,4.91
0.47,6/26/2016,Glasgow,Montana,65,9.28
0.35,6/26/2016,Great Falls,Montana,61,6.64
0.68,6/26/2016,Havre,Montana,63,5.52
0.08,6/26/2016,Helena,Montana,67,6.72
0.64,6/26/2016,Kalispell,Montana,58,2.44
0,6/26/2016,Miles City,Montana,72,9.04
0.12,6/26/2016,Missoula,Montana,61,4.74
0,6/26/2016,Grand Island,Nebraska,77,7.34
0.01,6/26/2016,Lincoln,Nebraska,79,6.15
0.12,6/26/2016,Norfolk,Nebraska,74,6.31
0.49,6/26/2016,North Platte,Nebraska,73,7.51
0.34,6/26/2016,Omaha,Nebraska,79,5.9
0.01,6/26/2016,Scottsbluff,Nebraska,77,4.85
0.22,6/26/2016,Sidney,Nebraska,74,7.92
0.01,6/26/2016,Valentine,Nebraska,74,8.17
0,6/26/2016,Ely,Nevada,67,4.85
0,6/26/2016,Eureka,Nevada,68,2.74
0,6/26/2016,Las Vegas,Nevada,98,4.78
0,6/26/2016,Mercury,Nevada,88,4.01
0,6/26/2016,Reno,Nevada,76,4.51
0,6/26/2016,Winnemucca,Nevada,69,6.41
0.06,6/26/2016,Concord,New Hampshire,67,2.9
0.72,6/26/2016,Atlantic City,New Jersey,73,6.31
0,6/26/2016,Newark,New Jersey,76,4.6
0.04,6/26/2016,Albuquerque,New Mexico,83,4.82
1.54,6/26/2016,Clayton,New Mexico,77,6.3
0.26,6/26/2016,Roswell,New Mexico,83,6.8
0.07,6/26/2016,Albany,New York,70,5.84
0.04,6/26/2016,Binghamton,New York,68,5.62
0.42,6/26/2016,Buffalo,New York,71,7.02
0.27,6/26/2016,Glens Falls,New York,67,3.47
0,6/26/2016,Islip,New York,71,5.37
0,6/26/2016,New York,New York,76,6.45
0.05,6/26/2016,Rochester,New York,70,6.18
0.35,6/26/2016,Syracuse,New York,68,5.5
0.04,6/26/2016,Asheville,North Carolina,77,4.52
0.15,6/26/2016,Cape Hatteras,North Carolina,78,10.24
0,6/26/2016,Charlotte,North Carolina,81,5.35
0.44,6/26/2016,Greensboro,North Carolina,78,4.84
0.2,6/26/2016,Hickory,North Carolina,79,2.55
1.84,6/26/2016,Raleigh/Durham,North Carolina,77,4.41
1.06,6/26/2016,Wilmington,North Carolina,79,7.51
0.44,6/26/2016,Bismarck,North Dakota,68,10.2
0.87,6/26/2016,Dickinson,North Dakota,64,9.48
0.11,6/26/2016,Fargo,North Dakota,71,9.31
0.08,6/26/2016,Grand Forks,North Dakota,66,8.75
0.63,6/26/2016,Williston,North Dakota,66,9.62
0.89,6/26/2016,Akron,Ohio,73,5.4
0.35,6/26/2016,Cleveland,Ohio,74,6.38
3.92,6/26/2016,Columbus,Ohio,76,5.11
1.41,6/26/2016,Dayton,Ohio,76,7.21
1.08,6/26/2016,Mansfield,Ohio,72,6.37
0.93,6/26/2016,Toledo,Ohio,72,6.17
0.15,6/26/2016,Youngstown/Warren,Ohio,72,5.21
0.19,6/26/2016,Gage,Oklahoma,82,10.85
2.3,6/26/2016,Oklahoma City,Oklahoma,83,9.3
0.51,6/26/2016,Ponca City,Oklahoma,86,6.22
0.07,6/26/2016,Tulsa,Oklahoma,87,9.51
0.43,6/26/2016,Astoria,Oregon,60,6.4
0,6/26/2016,Burns,Oregon,60,5.14
0.02,6/26/2016,Eugene,Oregon,63,5.17
0,6/26/2016,Medford,Oregon,70,4.12
0.02,6/26/2016,Pendleton,Oregon,66,7.15
0.57,6/26/2016,Portland,Oregon,66,5.08
0,6/26/2016,Redmond,Oregon,60,5.15
0.39,6/26/2016,Salem,Oregon,65,4.54
0.09,6/26/2016,Allentown,Pennsylvania,74,4.62
0.21,6/26/2016,Erie,Pennsylvania,72,5.77
1.94,6/26/2016,Harrisburg,Pennsylvania,77,3.34
0.16,6/26/2016,Philadelphia,Pennsylvania,77,7.07
0.51,6/26/2016,Pittsburgh,Pennsylvania,74,5.15
0.26,6/26/2016,Wilkes-Barre/Scranton,Pennsylvania,71,3.22
0.58,6/26/2016,Williamsport,Pennsylvania,72,3.25
1.12,6/26/2016,San Juan,Puerto Rico,83,8.88
0.08,6/26/2016,Providence,Rhode Island,70,4.91
0,6/26/2016,Anderson,South Carolina,82,5.85
0,6/26/2016,Charleston,South Carolina,83,7
0,6/26/2016,Columbia,South Carolina,85,6.65
0,6/26/2016,Greer,South Carolina,82,4.55
0.01,6/26/2016,Aberdeen,South Dakota,71,9.45
0.03,6/26/2016,Huron,South Dakota,71,8.55
0.46,6/26/2016,Pierre,South Dakota,72,10.05
0.01,6/26/2016,Rapid City,South Dakota,72,8.3
0.27,6/26/2016,Sioux Falls,South Dakota,71,7.2
0.39,6/26/2016,Bristol/Jhnsn Cty/Kngsprt,Tennessee,76,3.28
0.12,6/26/2016,Chattanooga,Tennessee,83,4.08
1.73,6/26/2016,Clarksville,Tennessee,82,5.2
1.01,6/26/2016,Crossville,Tennessee,74,3.84
0.65,6/26/2016,Knoxville,Tennessee,80,5.75
0,6/26/2016,Memphis,Tennessee,87,6.12
2.01,6/26/2016,Nashville,Tennessee,83,3.61
0.89,6/26/2016,Oak Ridge,Tennessee,80,1.07
0,6/26/2016,Abilene,Texas,82,10.21
0.09,6/26/2016,Amarillo,Texas,81,11.01
0.02,6/26/2016,Austin/Bergstrom,Texas,83,6.27
0.02,6/26/2016,Austin/City,Texas,85,2.64
0,6/26/2016,Beaumont/Port Arthur,Texas,83,3.85
0.2,6/26/2016,Brownsville,Texas,85,9.48
0,6/26/2016,Childress,Texas,84,10.68
0.25,6/26/2016,College Station,Texas,84,5.97
0.01,6/26/2016,Corpus Christi,Texas,84,8.28
0.19,6/26/2016,Dalhart,Texas,81,7.04
0,6/26/2016,Dallas,Texas,88,9.04
0,6/26/2016,Dallas-Fort Worth,Texas,87,10.64
0.49,6/26/2016,Del Rio,Texas,85,11.27
0.04,6/26/2016,El Paso,Texas,87,5.41
0,6/26/2016,Fort Worth,Texas,88,9.61
0.69,6/26/2016,Galveston,Texas,84,8.41
0.57,6/26/2016,Houston,Texas,84,3.58
0.02,6/26/2016,Lubbock,Texas,82,12.68
0.35,6/26/2016,Midland,Texas,82,12.78
0.6,6/26/2016,San Angelo,Texas,82,7.64
0.01,6/26/2016,San Antonio,Texas,83,8.77
0.72,6/26/2016,Victoria,Texas,83,5.66
0,6/26/2016,Waco,Texas,85,10.07
0,6/26/2016,Wichita Falls,Texas,84,9.41
0,6/26/2016,Salt Lake City,Utah,79,3.11
2.6,6/26/2016,Blacksburg,VA,74,3.92
0.53,6/26/2016,Burlington,Vermont,70,5.1
3.67,6/26/2016,Lynchburg,Virginia,72,2.88
0.53,6/26/2016,Norfolk,Virginia,77,8.07
1.01,6/26/2016,Richmond,Virginia,76,6.57
2.6,6/26/2016,Roanoke,Virginia,74,3.92
2.19,6/26/2016,Wallops Island,Virginia,75,6.38
1.52,6/26/2016,Washington,Virginia,78,5.37
0.08,6/26/2016,Deer Park,Washington,58,3.5
0.35,6/26/2016,Ephrata,Washington,67,5.44
0.27,6/26/2016,Olympia,Washington,61,5
1.17,6/26/2016,Quillayute,Washington,58,3.15
1.24,6/26/2016,Seattle,Washington,63,5.37
0.18,6/26/2016,Spokane,Washington,63,6.3
0,6/26/2016,Yakima,Washington,69,4.75
3.05,6/26/2016,Beckley,West Virginia,70,4.84
2.58,6/26/2016,Charleston,West Virginia,74,3.41
2.23,6/26/2016,Elkins,West Virginia,70,3.65
3.28,6/26/2016,Huntington,West Virginia,76,3.45
0.96,6/26/2016,Green Bay,Wisconsin,71,7.92
0.3,6/26/2016,La Crosse,Wisconsin,74,7.18
1.69,6/26/2016,Madison,Wisconsin,72,5.31
1.08,6/26/2016,Milwaukee,Wisconsin,73,7.87
0.08,6/26/2016,Casper,Wyoming,69,6.94
0.29,6/26/2016,Cheyenne,Wyoming,70,4.04
0,6/26/2016,Lander,Wyoming,71,4.65
0.04,6/26/2016,Rawlins,Wyoming,66,6.62
0,6/26/2016,Sheridan,Wyoming,70,4.91
0,7/3/2016,Birmingham,Alabama,84,3.5
0.06,7/3/2016,Huntsville,Alabama,82,3
0,7/3/2016,Mobile,Alabama,84,3.86
0,7/3/2016,Montgomery,Alabama,86,2.76
0.35,7/3/2016,Anchorage,Alaska,59,2.8
1.63,7/3/2016,Annette,Alaska,57,9.45
0,7/3/2016,Bethel,Alaska,65,10.83
0.87,7/3/2016,Bettles,Alaska,67,1.1
0.01,7/3/2016,Cold Bay,Alaska,52,2.5
0.06,7/3/2016,Cordova,Alaska,55,2.46
0.45,7/3/2016,Delta Junction/Ft Greely,Alaska,61,3.16
0.24,7/3/2016,Fairbanks,Alaska,64,3.36
0.12,7/3/2016,Gulkana,Alaska,59,2.06
0,7/3/2016,Gustavus,Alaska,60,3.23
0.09,7/3/2016,Homer,Alaska,56,2.53
0.82,7/3/2016,Iliamna,Alaska,56,5.43
0.7,7/3/2016,Juneau,Alaska,57,4.66
0.36,7/3/2016,Kenai,Alaska,56,7.4
2.71,7/3/2016,Ketchikan,Alaska,56,6.8
1.01,7/3/2016,King Salmon,Alaska,58,8.96
0.08,7/3/2016,Kodiak,Alaska,58,2.1
0,7/3/2016,Kotzebue,Alaska,56,16.43
0.72,7/3/2016,Mc Grath,Alaska,64,2.26
0,7/3/2016,Nome,Alaska,58,11.5
0.6,7/3/2016,Northway,Alaska,62,1.9
0.47,7/3/2016,Palmer,Alaska,57,1.23
0,7/3/2016,Petersburg,Alaska,60,2.33
0,7/3/2016,Puntilla Lake,Alaska,60,0
0,7/3/2016,Shemya,Alaska,60,7.06
0.77,7/3/2016,Sitka,Alaska,58,4.2
0.16,7/3/2016,Skagway,Alaska,58,5.46
0,7/3/2016,St Paul Island,Alaska,48,4.36
0.6,7/3/2016,Talkeetna,Alaska,57,4.23
0.08,7/3/2016,Tanana,Alaska,63,0.8
0,7/3/2016,Utqiagvik (Barrow),Alaska,46,6.86
0.2,7/3/2016,Yakutat,Alaska,56,1.03
0.24,7/3/2016,Douglas Bisbee,Arizona,76,2.56
0.32,7/3/2016,Kingman,Arizona,80,5.26
0,7/3/2016,Phoenix,Arizona,92,5.1
0.83,7/3/2016,Tucson,Arizona,84,2.3
0.27,7/3/2016,Winslow,Arizona,73,5.23
1.14,7/3/2016,Fort Smith,Arkansas,84,3.16
0.86,7/3/2016,Harrison,Arkansas,78,3.26
0,7/3/2016,North Little Rock,Arkansas,84,0
0,7/3/2016,Bakersfield,California,89,7
0,7/3/2016,Bishop,California,78,4.33
0,7/3/2016,China Lake,California,88,8.06
0,7/3/2016,Concord,California,73,7.4
0,7/3/2016,Eureka,California,56,0
0,7/3/2016,Fresno,California,86,5.26
0,7/3/2016,Hayward,California,66,7.36
0,7/3/2016,Long Beach,California,69,3.96
0,7/3/2016,Los Angeles,California,69,5.33
0,7/3/2016,Red Bluff,California,85,5.03
0,7/3/2016,Redding,California,87,2.63
0,7/3/2016,Sacramento,California,75,7.86
0,7/3/2016,Salinas,California,59,7.73
0,7/3/2016,San Diego,California,67,4.93
0,7/3/2016,San Francisco,California,63,7.66
0,7/3/2016,Sandberg,California,77,11.03
0,7/3/2016,Santa Barbara,California,65,3.53
0,7/3/2016,Santa Maria,California,64,4.53
0,7/3/2016,Stockton,California,79,6.96
0.29,7/3/2016,Alamosa,Colorado,63,2.8
0.23,7/3/2016,Colorado Springs,Colorado,69,4.63
0.15,7/3/2016,Craig,Colorado,67,1.7
0.76,7/3/2016,Denver,Colorado,70,3.7
0.22,7/3/2016,Grand Junction,Colorado,70,3.23
0.11,7/3/2016,Pueblo,Colorado,74,2.06
0.1,7/3/2016,Bridgeport,Connecticut,73,6.46
0.34,7/3/2016,Windsor Locks,Connecticut,71,7.7
0,7/3/2016,Newark,DE,72,6.53
0,7/3/2016,Wilmington,Delaware,72,6.53
0.18,7/3/2016,Daytona Beach,Florida,83,3.36
0.3,7/3/2016,Fort Lauderdale,Florida,84,5.6
0.59,7/3/2016,Gainesville,Florida,81,5.16
1.08,7/3/2016,Jacksonville,Florida,82,5.56
0.28,7/3/2016,Key West,Florida,86,6.03
1.31,7/3/2016,Miami,Florida,83,3.56
0.83,7/3/2016,Orlando,Florida,83,2.56
0.25,7/3/2016,Pensacola,Florida,85,5.33
2.76,7/3/2016,Tallahassee,Florida,83,2.33
0.3,7/3/2016,Tampa,Florida,85,3.33
0.01,7/3/2016,Vero Beach,Florida,83,5.03
0.04,7/3/2016,West Palm Beach,Florida,85,5.4
0.02,7/3/2016,Alma,Georgia,84,3.76
0,7/3/2016,Athens,Georgia,83,0.56
0,7/3/2016,Atlanta,Georgia,85,4.16
0,7/3/2016,Augusta,Georgia,84,4.03
0,7/3/2016,Macon,Georgia,86,3.76
0,7/3/2016,Savannah,Georgia,85,6.4
0.5,7/3/2016,Hilo,Hawaii,79,3.63
0.01,7/3/2016,Honolulu,Hawaii,82,15.2
0.15,7/3/2016,Kahului,Hawaii,80,16.2
0.11,7/3/2016,Kaunakakai,Hawaii,78,14.76
0.18,7/3/2016,Lihue,Hawaii,78,18.63
0,7/3/2016,Boise,Idaho,79,4.13
0,7/3/2016,Lewiston,Idaho,75,4.43
0,7/3/2016,Pocatello,Idaho,71,6.1
0,7/3/2016,Chicago,Illinois,65,5.86
0,7/3/2016,Moline,Illinois,65,6.43
0.1,7/3/2016,Peoria,Illinois,65,5.36
0.64,7/3/2016,Quincy,Illinois,65,8.33
0,7/3/2016,Rockford,Illinois,67,5.5
0.75,7/3/2016,Springfield,Illinois,66,6.7
1.52,7/3/2016,Evansville,Indiana,74,4.76
0.05,7/3/2016,Fort Wayne,Indiana,64,4.9
0.78,7/3/2016,Indianapolis,Indiana,66,6.13
0.01,7/3/2016,South Bend,Indiana,62,6.43
0,7/3/2016,Cedar Rapids,Iowa,64,5.26
0.02,7/3/2016,Des Moines,Iowa,67,7.13
0,7/3/2016,Dubuque,Iowa,64,6.3
0.01,7/3/2016,Sioux City,Iowa,67,5.96
0,7/3/2016,Waterloo,Iowa,64,5.96
0.83,7/3/2016,Concordia,Kansas,69,7.23
3.38,7/3/2016,Dodge City,Kansas,74,5.9
0.41,7/3/2016,Goodland,Kansas,71,4.8
0.11,7/3/2016,Medicine Lodge,Kansas,77,3.6
1.82,7/3/2016,Topeka,Kansas,71,6.3
7.47,7/3/2016,Wichita,Kansas,78,5.7
0.45,7/3/2016,Covington,Kentucky,69,4.93
0,7/3/2016,Jackson,Kentucky,72,0.26
0.39,7/3/2016,Lexington,Kentucky,72,4.6
0.61,7/3/2016,Louisville,Kentucky,74,4.03
0.73,7/3/2016,Paducah,Kentucky,75,3.8
0,7/3/2016,Baton Rouge,Louisiana,85,3.13
0.18,7/3/2016,Lake Charles,Louisiana,85,3.56
0.14,7/3/2016,New Orleans,Louisiana,88,3.06
0,7/3/2016,Shreveport,Louisiana,84,6.53
0.58,7/3/2016,Slidell,Louisiana,82,1.67
0.92,7/3/2016,Bangor,Maine,70,7.43
0.55,7/3/2016,Caribou,Maine,64,7.1
0.07,7/3/2016,Portland,Maine,68,8.43
0.69,7/3/2016,Baltimore,Maryland,72,3.7
0.17,7/3/2016,Salisbury,Maryland,71,3.93
0.2,7/3/2016,Boston,Massachusetts,74,10.86
0,7/3/2016,Milton,Massachusetts,60,11.3
0.13,7/3/2016,Worcester,Massachusetts,67,10.56
0.58,7/3/2016,Alpena,Michigan,64,5.43
0.34,7/3/2016,Detroit,Michigan,67,4.9
0.43,7/3/2016,Flint,Michigan,66,4.96
0.29,7/3/2016,Grand Rapids,Michigan,67,6.1
0.61,7/3/2016,Houghton Lake,Michigan,61,5.76
0.3,7/3/2016,Lansing,Michigan,64,4.56
0,7/3/2016,Marquette,Michigan,61,0
0.25,7/3/2016,Muskegon,Michigan,62,5.6
0,7/3/2016,Sault Ste Marie,Michigan,62,6.83
0,7/3/2016,Duluth,Minnesota,62,3.63
0.01,7/3/2016,International Falls,Minnesota,59,1.8
0,7/3/2016,Minneapolis,Minnesota,68,4.73
0,7/3/2016,Rochester,Minnesota,63,5.56
0,7/3/2016,St Cloud,Minnesota,64,2.96
0,7/3/2016,Greenville,Mississippi,84,4.96
0,7/3/2016,Greenwood,Mississippi,82,2.86
0,7/3/2016,Gulfport,Mississippi,85,2.6
0,7/3/2016,Hattiesburg,Mississippi,84,2.13
0,7/3/2016,Jackson,Mississippi,84,3.23
0,7/3/2016,Meridian,Mississippi,84,2.83
0,7/3/2016,Tupelo,Mississippi,82,2.96
1.17,7/3/2016,Cape Girardeau,Missouri,74,4.76
5.45,7/3/2016,Columbia,Missouri,68,7.6
4.98,7/3/2016,Kansas City,Missouri,69,8.46
2.2,7/3/2016,Rolla/Vichy,Missouri,69,5.86
1.78,7/3/2016,Springfield,Missouri,75,6.83
1.43,7/3/2016,St Joseph,Missouri,68,6.3
1.26,7/3/2016,St Louis,Missouri,70,7.3
0.01,7/3/2016,Billings,Montana,78,5.56
0,7/3/2016,Butte,Montana,65,3.43
0,7/3/2016,Cut Bank,Montana,68,10.13
0.13,7/3/2016,Dillon,Montana,69,5.26
0.92,7/3/2016,Glasgow,Montana,71,6.73
0,7/3/2016,Great Falls,Montana,72,7.03
0.08,7/3/2016,Havre,Montana,72,7.26
0,7/3/2016,Helena,Montana,76,5.8
0,7/3/2016,Kalispell,Montana,66,5.46
0.12,7/3/2016,Miles City,Montana,80,7.23
0,7/3/2016,Missoula,Montana,71,3.73
0.72,7/3/2016,Grand Island,Nebraska,63,8.63
0.88,7/3/2016,Lincoln,Nebraska,67,7.73
1.1,7/3/2016,Norfolk,Nebraska,63,6.66
0.34,7/3/2016,North Platte,Nebraska,64,7.2
1.23,7/3/2016,Omaha,Nebraska,66,7
0.07,7/3/2016,Scottsbluff,Nebraska,70,7.13
0.04,7/3/2016,Sidney,Nebraska,69,7.33
0.55,7/3/2016,Valentine,Nebraska,64,9.13
0.05,7/3/2016,Ely,Nevada,65,4.5
0,7/3/2016,Eureka,Nevada,69,4.9
0.17,7/3/2016,Las Vegas,Nevada,87,2.63
0.49,7/3/2016,Mercury,Nevada,81,4.4
0,7/3/2016,Reno,Nevada,80,6.13
0,7/3/2016,Winnemucca,Nevada,77,5.13
0.38,7/3/2016,Concord,New Hampshire,66,5.86
0,7/3/2016,Mt. Washington,New Hampshire,60,39.36
0.87,7/3/2016,Atlantic City,New Jersey,72,5.3
0.2,7/3/2016,Newark,New Jersey,73,7.16
0.02,7/3/2016,Albuquerque,New Mexico,75,6.53
0.17,7/3/2016,Clayton,New Mexico,75,3.4
0,7/3/2016,Roswell,New Mexico,86,7.86
1.37,7/3/2016,Albany,New York,68,7.9
0.1,7/3/2016,Binghamton,New York,64,6.66
0,7/3/2016,Buffalo,New York,66,10.06
0.64,7/3/2016,Glens Falls,New York,66,4.7
0.53,7/3/2016,Islip,New York,71,7.56
0.28,7/3/2016,New York,New York,75,8.73
0.1,7/3/2016,Rochester,New York,68,8.56
0,7/3/2016,Syracuse,New York,68,8.86
0.43,7/3/2016,Asheville,North Carolina,76,1.33
0.03,7/3/2016,Cape Hatteras,North Carolina,80,4.83
0,7/3/2016,Charlotte,North Carolina,81,3.66
1.54,7/3/2016,Greensboro,North Carolina,77,4.4
1.87,7/3/2016,Hickory,North Carolina,79,2.16
3.14,7/3/2016,Raleigh/Durham,North Carolina,78,3.86
0.6,7/3/2016,Wilmington,North Carolina,81,5.03
0.44,7/3/2016,Bismarck,North Dakota,65,9.46
0,7/3/2016,Dickinson,North Dakota,69,12.86
0,7/3/2016,Fargo,North Dakota,68,7.26
0.04,7/3/2016,Grand Forks,North Dakota,64,5.63
0.29,7/3/2016,Williston,North Dakota,74,6.06
0.07,7/3/2016,Akron,Ohio,65,2.5
0.09,7/3/2016,Cleveland,Ohio,68,2.96
0.14,7/3/2016,Columbus,Ohio,68,3.53
0.43,7/3/2016,Dayton,Ohio,65,5.33
0.07,7/3/2016,Mansfield,Ohio,65,2.86
0.16,7/3/2016,Toledo,Ohio,66,2.86
0.13,7/3/2016,Youngstown/Warren,Ohio,63,2.76
0.67,7/3/2016,Gage,Oklahoma,78,8.16
0.03,7/3/2016,Oklahoma City,Oklahoma,82,7.36
1.78,7/3/2016,Ponca City,Oklahoma,79,4.5
0.62,7/3/2016,Tulsa,Oklahoma,82,6.43
0.07,7/3/2016,Astoria,Oregon,62,7.56
0,7/3/2016,Burns,Oregon,68,6.13
0,7/3/2016,Eugene,Oregon,68,6.83
0,7/3/2016,Medford,Oregon,77,3.73
0,7/3/2016,Pendleton,Oregon,73,9.13
0,7/3/2016,Portland,Oregon,69,6.16
0,7/3/2016,Redmond,Oregon,67,4.43
0,7/3/2016,Salem,Oregon,69,5.73
0.01,7/3/2016,Allentown,Pennsylvania,70,4.7
0.1,7/3/2016,Erie,Pennsylvania,66,5
0,7/3/2016,Harrisburg,Pennsylvania,72,4.1
0,7/3/2016,Philadelphia,Pennsylvania,75,7.66
0.13,7/3/2016,Pittsburgh,Pennsylvania,66,2.73
0.14,7/3/2016,Wilkes-Barre/Scranton,Pennsylvania,68,4.1
0.04,7/3/2016,Williamsport,Pennsylvania,69,5.2
0.9,7/3/2016,San Juan,Puerto Rico,81,8.76
0.32,7/3/2016,Providence,Rhode Island,72,9.33
0,7/3/2016,Anderson,South Carolina,83,3.33
0,7/3/2016,Charleston,South Carolina,85,6.16
0.05,7/3/2016,Columbia,South Carolina,87,3.53
0,7/3/2016,Greer,South Carolina,83,2.16
0,7/3/2016,Aberdeen,South Dakota,65,7.06
0,7/3/2016,Huron,South Dakota,64,6.7
0,7/3/2016,Pierre,South Dakota,66,11.36
1.03,7/3/2016,Rapid City,South Dakota,65,8.7
0,7/3/2016,Sioux Falls,South Dakota,64,6.86
0.16,7/3/2016,Bristol/Jhnsn Cty/Kngsprt,Tennessee,78,2.2
0,7/3/2016,Chattanooga,Tennessee,82,3.03
0.33,7/3/2016,Clarksville,Tennessee,77,4.06
1.07,7/3/2016,Crossville,Tennessee,73,2.6
0.02,7/3/2016,Knoxville,Tennessee,80,2.06
0,7/3/2016,Memphis,Tennessee,86,5.26
0.01,7/3/2016,Nashville,Tennessee,80,3.43
0.05,7/3/2016,Oak Ridge,Tennessee,80,0.6
0,7/3/2016,Abilene,Texas,86,10.86
0.01,7/3/2016,Amarillo,Texas,81,11.03
0,7/3/2016,Austin/Bergstrom,Texas,85,9.8
0,7/3/2016,Austin/City,Texas,86,4.4
0.14,7/3/2016,Beaumont/Port Arthur,Texas,85,4.83
0,7/3/2016,Brownsville,Texas,88,15.46
0.31,7/3/2016,Childress,Texas,85,7.26
0,7/3/2016,College Station,Texas,85,8.46
0,7/3/2016,Corpus Christi,Texas,86,13
0.29,7/3/2016,Dalhart,Texas,79,6.06
0.05,7/3/2016,Dallas,Texas,88,11.33
0.08,7/3/2016,Dallas-Fort Worth,Texas,88,12.1
0,7/3/2016,Del Rio,Texas,90,10
0,7/3/2016,El Paso,Texas,83,8.4
0.02,7/3/2016,Fort Worth,Texas,89,11.33
0,7/3/2016,Galveston,Texas,85,10.96
0,7/3/2016,Houston,Texas,86,6.46
0,7/3/2016,Lubbock,Texas,84,10.03
0,7/3/2016,Midland,Texas,87,10.56
0,7/3/2016,San Angelo,Texas,87,11.05
0,7/3/2016,San Antonio,Texas,86,11.43
0,7/3/2016,Victoria,Texas,84,8.93
0,7/3/2016,Waco,Texas,86,12.36
0.1,7/3/2016,Wichita Falls,Texas,86,10.86
0,7/3/2016,Salt Lake City,Utah,82,5.76
1.09,7/3/2016,Blacksburg,VA,74,3.26
0.16,7/3/2016,Burlington,Vermont,67,5.9
0.17,7/3/2016,Lynchburg,Virginia,71,2.96
1.38,7/3/2016,Norfolk,Virginia,76,6.06
0.36,7/3/2016,Richmond,Virginia,72,4.06
1.09,7/3/2016,Roanoke,Virginia,74,3.26
1.09,7/3/2016,Wallops Island,Virginia,74,5.93
0.31,7/3/2016,Washington,Virginia,74,5.93
0,7/3/2016,Deer Park,Washington,67,7.23
0,7/3/2016,Ephrata,Washington,76,9.56
0,7/3/2016,Olympia,Washington,63,3.83
0.16,7/3/2016,Quillayute,Washington,58,3.83
0,7/3/2016,Seattle,Washington,65,2.33
0,7/3/2016,Spokane,Washington,70,10.9
0,7/3/2016,Yakima,Washington,76,7.56
0,7/3/2016,Beckley,West Virginia,69,2.53
0.09,7/3/2016,Charleston,West Virginia,71,2
0.1,7/3/2016,Elkins,West Virginia,67,1.73
0.07,7/3/2016,Huntington,West Virginia,70,2.86
0,7/3/2016,Green Bay,Wisconsin,65,4.16
0,7/3/2016,La Crosse,Wisconsin,67,5.26
0,7/3/2016,Madison,Wisconsin,64,4.93
0,7/3/2016,Milwaukee,Wisconsin,65,4.56
0.01,7/3/2016,Casper,Wyoming,70,4.86
0.45,7/3/2016,Cheyenne,Wyoming,67,7.3
0,7/3/2016,Lander,Wyoming,68,3.3
0.05,7/3/2016,Rawlins,Wyoming,66,6.6
0,7/3/2016,Sheridan,Wyoming,73,3.63
2.61,7/10/2016,Birmingham,Alabama,86,8.28
2.16,7/10/2016,Huntsville,Alabama,83,5.35
0.95,7/10/2016,Mobile,Alabama,84,4.74
1.82,7/10/2016,Montgomery,Alabama,85,4.34
0.34,7/10/2016,Anchorage,Alaska,62,3.61
0.4,7/10/2016,Annette,Alaska,60,2.57
0.56,7/10/2016,Bethel,Alaska,56,7.37
0.25,7/10/2016,Bettles,Alaska,61,2.54
0.63,7/10/2016,Cold Bay,Alaska,53,12.7
0.73,7/10/2016,Cordova,Alaska,56,1.81
1.41,7/10/2016,Delta Junction/Ft Greely,Alaska,62,3.52
0.54,7/10/2016,Fairbanks,Alaska,65,2.74
0.25,7/10/2016,Gulkana,Alaska,60,3.55
